Playbook Path,Play Name,Task Name,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction ,Insufficient Modularization,Inconsistent Naming Convention ,Large Play,Unnamed Play,Large Task,Long Task Name,Filename,Full_Path_and_Filename,GroupID
,,report errors for swarm service,#,#,#,#,#,#,#,#,#,#,#,#,0,0,check_swarm_errors,nan_check_swarm_errors,check_swarm_errors
,,exit with failure if swarm service could not connect to the master,#,#,#,#,#,#,#,#,#,#,#,#,0,0,check_swarm_errors,nan_check_swarm_errors,check_swarm_errors
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM\ibm-spectrum-scale-install-infra\roles\gui\cluster\tasks\chpasswdpolicy.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,chpasswdpolicy,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM\ibm-spectrum-scale-install-infra\roles\gui\cluster\tasks\chpasswdpolicy.yml_chpasswdpolicy,chpasswdpolicy
,,chpasswdpolicy | Change default password Policy,#,#,#,#,#,#,#,#,#,#,#,#,0,0,chpasswdpolicy,nan_chpasswdpolicy,chpasswdpolicy
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ilkilab\agorakube\roles\setup-etcd\tasks\clean-previous-etcd-install.yaml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,clean-previous-etcd-install,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ilkilab\agorakube\roles\setup-etcd\tasks\clean-previous-etcd-install.yaml_clean-previous-etcd-install,clean-previous-etcd-install
,,Find old ETCD dir binaries,#,#,#,#,#,#,#,#,#,#,#,#,0,0,clean-previous-etcd-install,nan_clean-previous-etcd-install,clean-previous-etcd-install
,,Delete prevous etcd binaries,#,#,#,#,#,#,#,#,#,#,#,#,0,0,clean-previous-etcd-install,nan_clean-previous-etcd-install,clean-previous-etcd-install
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\contiv\ansible\roles\docker\tasks\cleanup.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,cleanup,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\contiv\ansible\roles\docker\tasks\cleanup.yml_cleanup,cleanup
,,remove all containers,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cleanup,nan_cleanup,cleanup
,,remove all images,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cleanup,nan_cleanup,cleanup
,,stop docker,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cleanup,nan_cleanup,cleanup
,,stop docker tcp socket,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cleanup,nan_cleanup,cleanup
,,cleanup iptables for docker,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cleanup,nan_cleanup,cleanup
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\playbooks\cli-overcloud-node-growvols.yaml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,cli-overcloud-node-growvols,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\playbooks\cli-overcloud-node-growvols.yaml_cli-overcloud-node-growvols,cli-overcloud-node-growvols
,Overcloud Node Grow Volumes,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,cli-overcloud-node-growvols,nan_cli-overcloud-node-growvols,cli-overcloud-node-growvols
,,Set growvols_args,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cli-overcloud-node-growvols,nan_cli-overcloud-node-growvols,cli-overcloud-node-growvols
,,Output growvols_args,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cli-overcloud-node-growvols,nan_cli-overcloud-node-growvols,cli-overcloud-node-growvols
,,Find the growvols utility,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cli-overcloud-node-growvols,nan_cli-overcloud-node-growvols,cli-overcloud-node-growvols
,,Setting growvols path,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cli-overcloud-node-growvols,nan_cli-overcloud-node-growvols,cli-overcloud-node-growvols
,,"""Running {{ growvols_path }} {{growvols_args}}""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,cli-overcloud-node-growvols,nan_cli-overcloud-node-growvols,cli-overcloud-node-growvols
,,Output of growvols stdout,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cli-overcloud-node-growvols,nan_cli-overcloud-node-growvols,cli-overcloud-node-growvols
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\EMCECS\ECS-CommunityEdition\ui\ansible\clicmd_bootstrap.yml,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clicmd_bootstrap,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\EMCECS\ECS-CommunityEdition\ui\ansible\clicmd_bootstrap.yml_clicmd_bootstrap,clicmd_bootstrap
,Common | Ping data nodes before doing anything else,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,clicmd_bootstrap,nan_clicmd_bootstrap,clicmd_bootstrap
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,Installer | Slice nodes into OS groups for package install,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,clicmd_bootstrap,nan_clicmd_bootstrap,clicmd_bootstrap
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,CentOS 7 | Synchronize cache,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,clicmd_bootstrap,nan_clicmd_bootstrap,clicmd_bootstrap
,CentOS 7 | Install cached packages,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,clicmd_bootstrap,nan_clicmd_bootstrap,clicmd_bootstrap
,Installer | Disable torrent ffx,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,clicmd_bootstrap,nan_clicmd_bootstrap,clicmd_bootstrap
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\kyl191\ansible-role-openvpn\tasks\client_keys.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,client_keys,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\kyl191\ansible-role-openvpn\tasks\client_keys.yml_client_keys,client_keys
,,Create openvpn ovpn file directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0,client_keys,nan_client_keys,client_keys
,,Copy openssl client extensions,#,#,#,#,#,#,#,#,#,#,#,#,0,0,client_keys,nan_client_keys,client_keys
,,Generate client key,#,#,#,#,#,#,#,#,#,#,#,#,0,0,client_keys,nan_client_keys,client_keys
,,Protect client keys,#,#,#,#,#,#,#,#,#,#,#,#,0,0,client_keys,nan_client_keys,client_keys
,,Sign client key,#,#,#,#,#,#,#,#,#,#,#,#,0,0,client_keys,nan_client_keys,client_keys
,,Register server ca key,#,#,#,#,#,#,#,#,#,#,#,#,0,0,client_keys,nan_client_keys,client_keys
,,Register tls-auth key,#,#,#,#,#,#,#,#,#,#,#,#,0,0,client_keys,nan_client_keys,client_keys
,,Register client certs,#,#,#,#,#,#,#,#,#,#,#,#,0,0,client_keys,nan_client_keys,client_keys
,,Register client keys,#,#,#,#,#,#,#,#,#,#,#,#,0,0,client_keys,nan_client_keys,client_keys
,,Generate client config,#,#,#,#,#,#,#,#,#,#,#,#,0,0,client_keys,nan_client_keys,client_keys
,,Fetch client config,#,#,#,#,#,#,#,#,#,#,#,#,0,0,client_keys,nan_client_keys,client_keys
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\mistral\tasks\clone.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,clone,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\mistral\tasks\clone.yml_clone,clone
,,Cloning mistral source repository for development,#,#,#,#,#,#,#,#,#,#,#,#,0,0,clone,nan_clone,clone
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\barbican\tasks\clone.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,clone,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\barbican\tasks\clone.yml_clone,clone
,,Cloning barbican source repository for development,#,#,#,#,#,#,#,#,#,#,#,#,0,0,clone,nan_clone,clone
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\senlin\tasks\clone.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,clone,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\senlin\tasks\clone.yml_clone,clone
,,Cloning senlin source repository for development,#,#,#,#,#,#,#,#,#,#,#,#,0,0,clone,nan_clone,clone
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\jdauphant\ansible-role-nginx\tasks\cloudflare_configuration.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,cloudflare_configuration,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\jdauphant\ansible-role-nginx\tasks\cloudflare_configuration.yml_cloudflare_configuration,cloudflare_configuration
,,Get list of CloudFlare IPv4,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cloudflare_configuration,nan_cloudflare_configuration,cloudflare_configuration
,,Get list of CloudFlare IPv6,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cloudflare_configuration,nan_cloudflare_configuration,cloudflare_configuration
,,Create independent configuration for CloudFlare,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cloudflare_configuration,nan_cloudflare_configuration,cloudflare_configuration
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\cloudera\cloudera-playbook\roles\scm\tasks\cms.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,cms,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\cloudera\cloudera-playbook\roles\scm\tasks\cms.yml_cms,cms
,,Wait for agent heartbeats,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cms,nan_cms,cms
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Setup the Cloudera Management Services (CMS),#,#,#,#,#,#,#,#,#,#,#,#,0,0,cms,nan_cms,cms
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Start Cloudera Management Services (CMS),#,#,#,#,#,#,#,#,#,#,#,#,0,0,cms,nan_cms,cms
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible-internal\playbooks\roles\contrail\agent\tasks\cni.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,cni,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible-internal\playbooks\roles\contrail\agent\tasks\cni.yml_cni,cni
,,Make sure cni config directories exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cni,nan_cni,cni
,,Create cni config,#,#,#,#,#,#,#,#,#,#,#,#,0,0,cni,nan_cni,cni
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-role-tripleo-collect-logs\playbooks\collect-logs.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,collect-logs,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-role-tripleo-collect-logs\playbooks\collect-logs.yml_collect-logs,collect-logs
,"Collect logs, create docs, publish",,#,#,#,#,#,#,#,#,#,#,0,0,#,#,collect-logs,nan_collect-logs,collect-logs
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\prometheus\tasks\config.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,config,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\prometheus\tasks\config.yml_config,config
,,Config > Directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0,config,nan_config,config
,,Config > Template,#,#,#,#,#,#,#,#,#,#,#,#,0,0,config,nan_config,config
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_timemaster\tasks\config.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,config,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_timemaster\tasks\config.yml_config,config
,,Disable chronyd,#,#,#,#,#,#,#,#,#,#,#,#,0,0,config,nan_config,config
,,Disable ptp4l,#,#,#,#,#,#,#,#,#,#,#,#,0,0,config,nan_config,config
,,Disable phc2sys,#,#,#,#,#,#,#,#,#,#,#,#,0,0,config,nan_config,config
,,Install timemaster configuration file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,config,nan_config,config
,,Restart timemaster with config,#,#,#,#,#,#,#,#,#,#,#,#,0,0,config,nan_config,config
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\manila\tasks\config.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#,config,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\manila\tasks\config.yml_config,config
,,Ensuring config directories exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0,config,nan_config,config
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Check if policies shall be overwritten,#,#,#,#,#,#,#,#,#,#,#,#,0,0,config,nan_config,config
,,Set manila policy file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,config,nan_config,config
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Copying over config.json files for services,#,#,#,#,#,#,#,#,#,#,#,#,0,0,config,nan_config,config
,,Copying over manila.conf,#,#,#,#,#,#,#,#,#,#,#,#,1,0,config,nan_config,config
,,Copying over manila-share.conf,#,#,#,#,#,#,#,#,#,#,#,#,1,0,config,nan_config,config
,,Copying over existing policy file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,config,nan_config,config
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\PowerDNS\pdns_recursor-ansible\tasks\configure.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#,configure,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\PowerDNS\pdns_recursor-ansible\tasks\configure.yml_configure,configure
,,task,#,#,#,#,#,#,#,#,#,#,#,#,1,0,,,
,,Ensure the PowerDNS Recursor drop-in unit overrides directory exists (systemd),#,#,#,#,#,#,#,#,#,#,#,#,0,1,,,
,,Override the PowerDNS Recursor unit (systemd),#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Reload systemd,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Ensure that the PowerDNS Recursor configuration directory exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure,nan_configure,configure
,,Generate the PowerDNS Recursor configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure,nan_configure,configure
,,Ensure that the PowerDNS Recursor 'include-dir' directory exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure,nan_configure,configure
,,task,#,#,#,#,#,#,#,#,#,#,#,#,1,0,,,
,,Ensure that the PowerDNS Recursor configuration from-files directory exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Copy the PowerDNS Recursor configuration from-files files,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Generate the PowerDNS Recursor Lua config-file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure,nan_configure,configure
,,Generate PowerDNS Recursor Lua dns-script,#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure,nan_configure,configure
,,Restart PowerDNS Recursor,#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure,nan_configure,configure
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ArdanaCLM\ardana-ansible\roles\deployer-setup\tasks\configure-bash.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,configure-bash,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ArdanaCLM\ardana-ansible\roles\deployer-setup\tasks\configure-bash.yml_configure-bash,configure-bash
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,deployer-setup | configure-bash | Unset HISTCONTROL in the environment,#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure-bash,nan_configure-bash,configure-bash
,,deployer-setup | configure-bash | HISTCONTROL comment fixing,#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure-bash,nan_configure-bash,configure-bash
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ibm-mas\ansible-devops\ibm\mas_devops\roles\suite_manage_pvc_config\tasks\configure-manage-pvcs.yml,,,0,0,0,0,0,1,0,0,0,0,#,#,#,#,configure-manage-pvcs,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ibm-mas\ansible-devops\ibm\mas_devops\roles\suite_manage_pvc_config\tasks\configure-manage-pvcs.yml_configure-manage-pvcs,configure-manage-pvcs
,,"""Debug new Manage persistent volumes definitions""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure-manage-pvcs,nan_configure-manage-pvcs,configure-manage-pvcs
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Merge Manage Persistent Volumes configurations,#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure-manage-pvcs,nan_configure-manage-pvcs,configure-manage-pvcs
,,"""Debug Manage persistent volumes definitions""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure-manage-pvcs,nan_configure-manage-pvcs,configure-manage-pvcs
,,"""Add the Persistent Volume definitions in ManageWorkspace CR""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure-manage-pvcs,nan_configure-manage-pvcs,configure-manage-pvcs
,,"""Debug information""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure-manage-pvcs,nan_configure-manage-pvcs,configure-manage-pvcs
,,"""Wait for ManageWorkspace to be ready (60s delay)""",#,#,#,#,#,#,#,#,#,#,#,#,1,0,configure-manage-pvcs,nan_configure-manage-pvcs,configure-manage-pvcs
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\spantaleev\nextcloud-docker-ansible-deploy\roles\custom\nextcloud_collabora_online\tasks\configure_collabora_app.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,configure_collabora_app,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\spantaleev\nextcloud-docker-ansible-deploy\roles\custom\nextcloud_collabora_online\tasks\configure_collabora_app.yml_configure_collabora_app,configure_collabora_app
,,Fail if Collabora not enabled,#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure_collabora_app,nan_configure_collabora_app,configure_collabora_app
,,Ensure nextcloud-apache is started,#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure_collabora_app,nan_configure_collabora_app,configure_collabora_app
,,"Wait a while, so that Nextcloud can manage to start",#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure_collabora_app,nan_configure_collabora_app,configure_collabora_app
,,Check existence of Nextcloud network in Docker,#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure_collabora_app,nan_configure_collabora_app,configure_collabora_app
,,Configure Collabora app,#,#,#,#,#,#,#,#,#,#,#,#,0,0,configure_collabora_app,nan_configure_collabora_app,configure_collabora_app
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\HCL-TECH-SOFTWARE\connections-automation\playbooks\hcl\connections-setup-azure-oidc.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,connections-setup-azure-oidc,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\HCL-TECH-SOFTWARE\connections-automation\playbooks\hcl\connections-setup-azure-oidc.yml_connections-setup-azure-oidc,connections-setup-azure-oidc
,Gather facts,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,connections-setup-azure-oidc,nan_connections-setup-azure-oidc,connections-setup-azure-oidc
,Start WAS Nodes,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,connections-setup-azure-oidc,nan_connections-setup-azure-oidc,connections-setup-azure-oidc
, Start CNX Clusters,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,connections-setup-azure-oidc,nan_connections-setup-azure-oidc,connections-setup-azure-oidc
,Setup Azure AD OIDC authentication for Connections,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,connections-setup-azure-oidc,nan_connections-setup-azure-oidc,connections-setup-azure-oidc
,Set application security roles to All Authenticated in Trusted Realm,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,connections-setup-azure-oidc,nan_connections-setup-azure-oidc,connections-setup-azure-oidc
,Synchronize WAS nodes,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,connections-setup-azure-oidc,nan_connections-setup-azure-oidc,connections-setup-azure-oidc
,Restart CNX Clusters,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,connections-setup-azure-oidc,nan_connections-setup-azure-oidc,connections-setup-azure-oidc
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\tungstenfabric\tf-ansible-deployer\playbooks\contrail_destroy.yml,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contrail_destroy,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\tungstenfabric\tf-ansible-deployer\playbooks\contrail_destroy.yml_contrail_destroy,contrail_destroy
,create container host group for Contrail destroyer,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,contrail_destroy,nan_contrail_destroy,contrail_destroy
,Apply role destroy to Contrail,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,contrail_destroy,nan_contrail_destroy,contrail_destroy
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible-internal\playbooks\contrail_issu.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,contrail_issu,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible-internal\playbooks\contrail_issu.yml_contrail_issu,contrail_issu
,Contrail ISSU,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,contrail_issu,nan_contrail_issu,contrail_issu
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\playbooks\roles\node\tasks\contrailctl_facts.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,contrailctl_facts,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\playbooks\roles\node\tasks\contrailctl_facts.yml_contrailctl_facts,contrailctl_facts
,,set facts for global vars,#,#,#,#,#,#,#,#,#,#,#,#,0,0,contrailctl_facts,nan_contrailctl_facts,contrailctl_facts
,,set facts for non-global vars,#,#,#,#,#,#,#,#,#,#,#,#,0,0,contrailctl_facts,nan_contrailctl_facts,contrailctl_facts
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\geerlingguy\ansible-role-php-xhprof\molecule\default\converge.yml,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,converge,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\geerlingguy\ansible-role-php-xhprof\molecule\default\converge.yml_converge,converge
,Converge,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,converge,nan_converge,converge
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\sensu\sensu-go-ansible\tests\integration\molecule\module_silence\converge.yml,,,1,1,0,1,0,0,0,0,1,0,#,#,#,#,converge,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\sensu\sensu-go-ansible\tests\integration\molecule\module_silence\converge.yml_converge,converge
,Converge,,#,#,#,#,#,#,#,#,#,#,1,0,#,#,converge,nan_converge,converge
,,Create silence without parameters,#,#,#,#,#,#,#,#,#,#,#,#,0,0,converge,nan_converge,converge
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Create silence with only check parameter,#,#,#,#,#,#,#,#,#,#,#,#,0,0,converge,nan_converge,converge
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Create silence with only check parameter idempotence,#,#,#,#,#,#,#,#,#,#,#,#,0,0,converge,nan_converge,converge
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Create silence with only subscription parameter,#,#,#,#,#,#,#,#,#,#,#,#,0,0,converge,nan_converge,converge
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Create silence with only subscription parameter idempotence,#,#,#,#,#,#,#,#,#,#,#,#,0,0,converge,nan_converge,converge
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Create a silence,#,#,#,#,#,#,#,#,#,#,#,#,0,0,converge,nan_converge,converge
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Test silence creation idempotence,#,#,#,#,#,#,#,#,#,#,#,#,0,0,converge,nan_converge,converge
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Modify a silence,#,#,#,#,#,#,#,#,#,#,#,#,0,0,converge,nan_converge,converge
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Create a second silence,#,#,#,#,#,#,#,#,#,#,#,#,0,0,converge,nan_converge,converge
,,Fetch all silences,#,#,#,#,#,#,#,#,#,#,#,#,0,0,converge,nan_converge,converge
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Fetch a specific silence,#,#,#,#,#,#,#,#,#,#,#,#,0,0,converge,nan_converge,converge
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Delete a silence,#,#,#,#,#,#,#,#,#,#,#,#,0,0,converge,nan_converge,converge
,,Fetch all silecnes,#,#,#,#,#,#,#,#,#,#,#,#,0,0,converge,nan_converge,converge
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Try to fetch non-existing silence,#,#,#,#,#,#,#,#,#,#,#,#,0,0,converge,nan_converge,converge
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-role-tripleo-image-build\tasks\convert_undercloud.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,convert_undercloud,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-role-tripleo-image-build\tasks\convert_undercloud.yml_convert_undercloud,convert_undercloud
,,Get the undercloud base image,#,#,#,#,#,#,#,#,#,#,#,#,0,0,convert_undercloud,nan_convert_undercloud,convert_undercloud
